original_name,pinyin_name,new_filename,mass_kg
cetuizuoshang\Robot - 桨叶侧左上正-1.STL,robot____jiang_ye_ce_zuo_shang_zheng__1,robot____jiang_ye_ce_zuo_shang_zheng__1.stl,0.0001
