original_name,pinyin_name,new_filename,mass_kg
cetuiyouxia\Robot - 桨叶侧右下正-1.STL,robot____jiang_ye_ce_you_xia_zheng__1,robot____jiang_ye_ce_you_xia_zheng__1.stl,0.0001
