original_name,pinyin_name,new_filename,mass_kg
motor\Robot - 电机-1.STL,robot____dian_ji__1,robot____dian_ji__1.stl,0.0001
motor\Robot - 电机-2.STL,robot____dian_ji__2,robot____dian_ji__2.stl,0.0001
motor\Robot - 电机-3.STL,robot____dian_ji__3,robot____dian_ji__3.stl,0.0001
motor\Robot - 电机-4.STL,robot____dian_ji__4,robot____dian_ji__4.stl,0.0001
motor\Robot - 电机-5.STL,robot____dian_ji__5,robot____dian_ji__5.stl,0.0001
motor\Robot - 电机-6.STL,robot____dian_ji__6,robot____dian_ji__6.stl,0.0001
